Unique_ID,TREEname,TREEvalue
7188,Brochiraja_asperula,1
7188,Brochiraja_leviveneta,1
7223,Bathyraja_shuntovi,1
7251,Amblyraja_doellojuradoi,1
7251,Amblyraja_frerichsi,1
7251,Bathyraja_brachyurops,1
7251,Discopyge_tschudii,1
7251,Psammobatis_scobina,1
7251,Rhinoraja_albomaculata,1
7251,Sympterygia_lima,1
7251,Zearaja_chilensis,1
7253,Amblyraja_doellojuradoi,1
7253,Bathyraja_papilonifera,
7253,Discopyge_tschudii,1
7253,Rhinoraja_macloviana,1
7253,Rhinoraja_magellanica,1
7253,Rhinoraja_multispinis,1
7254,Amblyraja_doellojuradoi,1
7254,Bathyraja_brachyurops,1
7254,Bathyraja_griseocauda,1
7254,Bathyraja_meridionalis,1
7254,Bathyraja_papilonifera,
7254,Bathyraja_scaphiops,1
7254,Dipturus_trachydermus,1
7254,Discopyge_tschudii,1
7254,Myliobatis_goodei,1
7254,Psammobatis_normani,1
7254,Psammobatis_rudis,1
7254,Rhinoraja_macloviana,1
7254,Rhinoraja_magellanica,1
7254,Rhinoraja_multispinis,1
7254,Sympterygia_bonapartii,1
7254,Zearaja_chilensis,1
7255,Amblyraja_doellojuradoi,1
7255,Bathyraja_brachyurops,1
7255,Bathyraja_griseocauda,1
7255,Bathyraja_meridionalis,1
7255,Bathyraja_papilonifera,
7255,Bathyraja_scaphiops,1
7255,Dipturus_trachydermus,1
7255,Rhinoraja_albomaculata,1
7255,Rhinoraja_macloviana,1
7255,Rhinoraja_magellanica,1
7255,Rhinoraja_multispinis,1
7255,Zearaja_chilensis,1
7256,Rhinoraja_albomaculata,1
7281,Amblyraja_taaf,1
7285,Amblyraja_georgiana,1
7289,Bathyraja_eatonii,1
7290,Bathyraja_eatonii,1
7290,Bathyraja_irrasa,1
7290,Rhinoraja_murrayi,1
7311,Bathyraja_richardsoni,1
7316,Arhynchobatis_asperrimus,1
7316,Bathyraja_richardsoni,1
7316,Bathyraja_shuntovi,1
7316,Brochiraja_spinifera,1
7316,Dasyatis_brevicaudata,1
7316,Dipturus_innominatus,1
7316,Myliobatis_tenuicaudatus,1
7316,Pteroplatytrygon_violacea,1
7316,Torpedo_fairchildi,1
7316,Zearaja_nasutus,
7317,Bathyraja_richardsoni,1
7317,Bathyraja_shuntovi,1
7317,Dasyatis_brevicaudata,1
7317,Dipturus_innominatus,1
7317,Myliobatis_tenuicaudatus,1
7317,Pteroplatytrygon_violacea,1
7317,Torpedo_fairchildi,1
7317,Zearaja_nasutus,
7318,Bathyraja_richardsoni,1
7319,Bathyraja_richardsoni,1
7319,Bathyraja_shuntovi,1
